video,dataset,prompt,release_date,split
4h4n_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-09-26,train
4h4n_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-09-26,train
4h9m_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-10-24,train
4h9m_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-10-24,train
4h9m_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-10-24,train
4h9n_C_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-10-10,train
4h9n_C_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-10-10,train
4h9n_C_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-10-10,train
4hfq_B_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-07,train
4hfq_B_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-07,train
4hfq_B_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-07,train
4hfv_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-11-07,train
4hfv_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-11-07,train
4hfv_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-11-07,train
4hwx_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-12-05,train
4hwx_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-12-05,train
4hwx_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2012-12-05,train
4iaj_B_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-02-06,train
4iaj_B_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-02-06,train
4iaj_B_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-02-06,train
4iu3_B_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-04-24,train
4iu3_B_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-04-24,train
4iu3_B_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-04-24,train
4j4r_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-05-22,train
4j4r_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-05-22,train
4j4r_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-05-22,train
4j8c_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-07-03,train
4j8c_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-07-03,train
4j8c_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-07-03,train
4jgi_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-07,train
4jgi_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-07,train
4jgi_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-07,train
4jja_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-04-03,train
4jja_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-04-03,train
4jja_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-04-03,train
4jmu_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-30,train
4jmu_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-30,train
4jmu_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-30,train
4jnu_B_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-09-17,train
4jnu_B_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-09-17,train
4jnu_B_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-09-17,train
4jo7_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-09-17,train
4jo7_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-09-17,train
4jo7_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-09-17,train
4jqu_B_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-05-29,train
4jqu_B_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-05-29,train
4jqu_B_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-05-29,train
4k2m_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-16,train
4k2m_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-16,train
4k2m_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-16,train
4kct_B_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-01-08,train
4kct_B_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-01-08,train
4kct_B_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-01-08,train
4ke2_C_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-02-26,train
4ke2_C_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-02-26,train
4ke2_C_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-02-26,train
4kk7_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-06-19,train
4kk7_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-06-19,train
4kk7_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-06-19,train
4koq_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-11-13,train
4koq_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-11-13,train
4koq_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-11-13,train
4ksn_C_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-06-19,train
4ksn_C_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-06-19,train
4ksn_C_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-06-19,train
4lim_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-12-18,train
4lim_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-12-18,train
4lim_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-12-18,train
4ljo_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-16,train
4ljo_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-16,train
4ljo_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-10-16,train
4lpq_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-11-13,train
4lpq_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-11-13,train
4lpq_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-11-13,train
4lq4_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-07-02,train
4lq4_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-07-02,train
4lq4_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-07-02,train
4lty_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-02-26,train
4lty_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-02-26,train
4lty_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-02-26,train
4lzh_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-21,train
4lzh_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-21,train
4lzh_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2013-08-21,train
4m0q_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-03-19,train
4m0q_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-03-19,train
4m0q_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-03-19,train
4m37_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-04-23,train
4m37_A_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-04-23,train
4m37_A_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-04-23,train
4m62_S_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-10-08,train
4m62_S_R2.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-10-08,train
4m62_S_R3.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-10-08,train
4mb5_A_R1.mp4,atlas,"Simulations were performed on proteins only, using the all-atom CHARMM36m force field (July 2020) in explicit TIP3P water within a periodic triclinic box, with Na⁺/Cl⁻ ions added to neutralise the system at 150 mM, and a production run length of 50 ns. Keep the same chain connectivity and backbone topology as the input frame.",2014-03-19,train
